price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age.at.sale,sqft_living15,sqft_lot15,renovated_yes
337000.0,4,2.5,2230,5970,2.0,0,0,4,7,2230,0,13,1970,4919,0
845000.0,4,2.5,2390,5071,2.0,0,0,3,9,1760,630,27,1940,5071,0
236000.0,3,1.75,1330,6301,1.0,0,0,3,7,1330,0,17,1330,6144,0
1280000.0,4,3.0,3260,4500,2.0,0,0,3,9,2300,960,85,2410,4995,1
445000.0,5,3.0,2420,11250,2.0,0,0,3,8,2420,0,2,1510,9950,0
345000.0,3,2.5,1360,1489,2.0,0,0,3,8,1360,0,8,1360,1688,0
1190000.0,4,3.0,2240,6000,1.5,0,0,4,8,1270,970,101,2240,4250,0
175000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,72,1492,8924,0
219950.0,3,1.0,1200,7727,1.0,0,0,4,7,1200,0,56,1300,7718,0
1900000.0,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,14,4730,22326,0
490000.0,2,1.0,990,5000,1.0,0,0,3,7,990,0,74,2250,6032,0
271115.0,2,1.5,830,1325,2.0,0,0,3,7,830,0,10,1310,1485,0
520000.0,2,2.25,1530,981,3.0,0,0,3,8,1480,50,9,1530,1282,0
490000.0,3,1.75,1540,9000,1.0,0,0,3,8,1540,0,44,1710,7488,0
1400000.0,3,2.75,3130,19530,1.0,1,4,3,8,1690,1440,68,2980,18782,0
185000.0,3,1.0,840,12091,1.0,0,0,3,6,840,0,56,840,9324,0
390000.0,3,2.0,1463,868,3.0,0,0,3,7,1463,0,12,1484,4320,0
850000.0,2,2.0,2640,13939,1.0,0,1,5,8,1640,1000,52,2880,14810,0
565000.0,4,2.5,2500,12090,1.0,0,0,3,9,2500,0,32,3380,12760,0
780000.0,4,3.25,3900,40962,2.0,0,0,3,10,3900,0,24,1730,11775,0
492000.0,3,2.25,2100,7335,2.0,0,0,3,8,2100,0,32,2050,8930,0
399950.0,2,1.0,710,1157,2.0,0,0,4,7,710,0,72,1370,1173,0
180000.0,3,1.0,1010,8863,1.0,0,0,4,6,1010,0,25,1090,8410,0
290000.0,3,1.75,1590,13500,1.0,0,0,4,7,1090,500,35,1540,10375,0
780000.0,4,2.75,3430,6500,2.0,0,0,3,9,3050,380,9,3070,6802,0
215000.0,3,1.0,810,5240,1.0,0,0,3,6,810,0,73,1700,5245,0
1290000.0,5,3.5,3210,4060,2.0,0,2,3,10,2290,920,98,1940,5000,1
450000.0,2,1.0,1020,5000,1.5,0,0,4,6,1020,0,109,1490,5000,0
489000.0,4,2.5,3910,8442,2.0,0,0,3,9,2710,1200,15,2650,7576,0
169575.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,47,1360,7848,0
462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,36,1800,2769,0
329000.0,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,69,1480,9975,0
417200.0,2,1.0,1000,4000,1.0,0,0,3,6,1000,0,105,1490,5000,0
2880000.0,4,2.5,5760,32033,2.0,0,4,4,12,4390,1370,21,3420,28475,0
711800.0,4,2.25,2410,16650,1.0,0,0,4,8,2410,0,50,2720,11141,0
350000.0,3,1.75,2010,6150,2.0,0,0,5,7,2010,0,76,1770,7380,0
257500.0,1,1.0,710,6060,1.0,0,0,4,6,710,0,99,1440,4545,0
245000.0,3,2.0,1440,7008,1.0,0,0,3,7,1440,0,30,1680,7200,0
230500.0,2,1.0,740,8853,1.0,0,0,3,6,740,0,72,850,8775,0
606500.0,3,2.5,2170,5500,2.0,0,0,3,8,2170,0,15,2170,5862,0
241000.0,3,1.0,1150,10000,1.0,0,0,3,6,1000,150,64,1340,10000,0
729032.0,4,2.5,2840,12866,1.0,0,0,4,9,1780,1060,38,2840,13209,0
308000.0,3,1.75,1680,8629,1.0,0,0,3,8,1200,480,38,1990,8400,0
380000.0,4,1.75,1740,9150,1.0,0,0,3,7,1740,0,41,1540,9147,0
445000.0,2,1.0,1440,3225,1.0,0,0,3,7,960,480,100,1160,3630,0
1400000.0,4,3.5,4380,66613,1.5,0,0,3,11,4380,0,22,4010,70109,0
450000.0,3,2.75,1250,892,2.0,0,0,3,8,1040,210,5,1250,1296,0
390000.0,3,2.0,1930,12443,1.0,0,0,3,7,1930,0,46,1400,12183,0
1460000.0,4,4.0,4620,130208,2.0,0,0,3,10,4620,0,1,4620,131007,0
970000.0,2,1.0,1290,5376,1.0,0,0,3,6,1290,0,70,1180,5376,0
220000.0,3,1.0,1060,9126,1.0,0,2,5,7,1060,0,59,1300,9126,0
540000.0,6,3.0,2870,206474,2.0,0,0,3,7,2330,540,55,2380,59677,0
378500.0,2,1.0,730,7528,1.0,0,0,3,7,730,0,69,1620,7528,0
1100000.0,4,3.5,2760,5040,2.0,0,2,3,9,2760,0,60,2370,5760,1
579000.0,3,2.5,3160,286181,2.0,0,3,3,9,3160,0,13,2110,94663,0
104950.0,2,1.0,1170,8254,1.0,0,0,2,6,1170,0,66,1820,8922,0
350000.0,3,1.0,1050,5518,1.0,0,0,3,7,1050,0,67,1490,4269,0
325000.0,3,1.75,1840,17286,1.0,0,0,4,7,1440,400,37,1840,14541,0
725000.0,3,2.5,2090,9847,2.0,0,2,3,9,2090,0,32,2860,11483,0
296500.0,3,2.75,2170,7900,1.0,0,0,4,8,1380,790,37,2170,7700,0
905000.0,4,3.5,2970,14486,2.0,0,0,3,9,2340,630,18,3680,14486,0
375000.0,3,2.5,1440,1102,3.0,0,0,3,8,1440,0,6,1440,1434,0
590000.0,3,2.5,2650,9380,1.0,0,0,5,8,1680,970,40,2310,9600,0
581000.0,4,2.0,2510,13695,1.0,0,0,4,7,1280,1230,54,1220,12500,1
490000.0,4,2.25,2110,16200,1.0,0,0,3,8,1630,480,37,2370,16000,0
824000.0,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,51,2010,4000,0
300000.0,4,2.5,1910,8058,2.0,0,0,3,8,1910,0,23,1910,6500,0
613500.0,3,2.5,2350,7035,2.0,0,0,3,8,2350,0,26,2270,7192,0
534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,23,1740,1800,0
248000.0,2,1.0,770,8600,1.0,0,0,4,4,770,0,101,1420,6960,0
365000.0,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,36,1720,11250,0
817500.0,4,2.5,2910,35679,2.0,0,0,4,9,2910,0,28,2720,36728,0
1130000.0,5,3.25,3080,13394,1.0,0,2,4,9,2230,850,47,2810,10720,0
208000.0,2,1.0,1160,5750,1.0,0,0,4,6,1160,0,91,1160,8250,0
369950.0,3,1.0,2430,10720,1.0,0,0,3,7,2430,0,38,1660,11560,0
330000.0,3,2.5,1450,5008,1.0,0,0,3,7,840,610,8,2120,5019,0
550000.0,2,1.0,980,3080,1.5,0,0,3,7,980,0,105,1450,3333,0
920000.0,3,1.0,1410,9656,1.0,0,0,3,7,960,450,62,2410,9384,0
906000.0,4,2.5,2480,5000,1.0,0,3,3,8,1480,1000,64,2240,6071,0
732000.0,3,2.5,1960,3060,2.0,0,0,3,8,1960,0,5,1220,3060,0
289950.0,4,2.25,2190,6906,1.0,0,0,4,7,1040,1150,38,1250,6440,0
564450.0,3,2.5,2710,6174,2.0,0,0,3,9,2710,0,17,2730,7266,0
465000.0,3,2.25,1450,1540,2.0,0,0,3,8,1180,270,10,1450,1540,0
308000.0,2,1.0,1080,6250,1.0,0,2,4,7,1080,0,73,2100,6875,0
252000.0,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,46,1640,22654,0
465000.0,3,2.0,1560,8509,1.0,0,0,3,8,790,770,46,1410,7428,0
729000.0,3,1.0,1580,3840,2.0,0,0,3,8,1580,0,107,1680,2624,0
440000.0,3,2.0,1860,217800,2.0,0,2,3,8,1860,0,17,2500,217800,0
370900.0,3,1.5,1200,8560,1.0,0,0,4,7,1200,0,40,1550,7800,0
285000.0,3,1.75,1840,8601,1.0,0,0,3,7,920,920,110,1390,7452,1
835000.0,4,3.25,3270,6027,2.0,0,0,3,10,3270,0,14,3270,6546,0
530000.0,3,2.75,2440,45738,2.0,0,0,3,8,1840,600,28,2440,189100,0
299800.0,4,2.5,2410,4708,2.0,0,0,3,8,2410,0,13,2517,5290,0
541500.0,2,2.5,1900,3690,2.0,0,0,3,8,1900,0,9,1900,5153,0
295000.0,4,3.0,2120,7650,2.0,0,0,3,8,2120,0,51,2260,7885,0
328000.0,4,1.75,1990,7194,1.0,0,0,4,8,1400,590,37,1820,7400,0
870515.0,4,3.5,3600,5697,2.0,0,0,3,9,2940,660,1,3490,5911,0
695000.0,5,1.75,1790,9335,2.0,0,0,5,8,1790,0,63,1840,9612,0
520000.0,3,2.0,1670,8800,1.0,0,0,4,7,1150,520,54,2020,8250,0
650000.0,3,2.75,1540,1251,2.0,0,0,3,8,1230,310,13,1540,1287,0
294000.0,3,1.75,1420,1361,2.0,0,0,3,7,960,460,1,1340,1343,0
340000.0,3,2.5,1212,1174,3.0,0,0,3,7,1212,0,11,1256,1226,0
985000.0,4,2.25,4230,37769,2.0,0,0,3,11,4230,0,26,3890,37034,0
628000.0,4,2.0,2260,6000,1.0,0,0,3,8,1430,830,57,2030,5874,0
451000.0,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,60,1620,6912,0
305500.0,4,2.5,1850,7199,2.0,0,0,4,7,1850,0,26,1940,7432,0
484950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,1,1640,1321,0
540000.0,3,2.5,1720,11656,2.0,0,0,3,8,1720,0,28,1890,10336,0
290000.0,3,2.25,1880,7488,2.0,0,0,3,8,1880,0,35,2180,7344,0
364000.0,4,1.75,2010,8625,1.0,0,0,4,7,1340,670,58,1500,8400,0
565000.0,4,2.75,3260,4900,2.0,0,0,3,9,3260,0,2,3260,6132,0
763000.0,4,1.75,1850,4388,2.0,0,0,5,8,1850,0,74,1410,4107,0
470000.0,4,2.5,2680,8062,1.0,0,3,4,7,1530,1150,48,1920,8600,0
575000.0,2,1.75,1840,4076,1.0,0,0,3,8,1140,700,58,1540,4076,0
628000.0,5,2.75,2830,11795,1.0,0,0,4,7,1710,1120,55,2460,10880,0
447000.0,3,2.5,1650,3076,2.0,0,0,3,7,1650,0,12,1560,3064,0
350000.0,4,3.0,3380,16133,1.0,0,1,3,8,2330,1050,56,2500,11100,0
650000.0,4,2.5,2500,6005,2.0,0,0,3,9,2500,0,14,2680,7200,0
280000.0,4,2.25,1930,7207,1.0,0,0,4,7,1360,570,27,1760,7207,0
540000.0,3,2.5,1810,3930,2.0,0,0,3,8,1810,0,7,1560,5100,0
902500.0,3,3.5,3240,23522,2.0,0,0,3,10,2130,1110,23,3180,23273,0
360500.0,3,2.5,3300,11525,1.0,0,0,5,8,1650,1650,54,1950,9680,0
420000.0,4,1.75,2480,60548,1.0,0,0,4,7,1600,880,47,2390,90169,0
1030000.0,5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,39,3100,13100,0
365000.0,4,2.5,1570,9600,1.0,0,0,3,7,800,770,43,1340,9110,0
1130000.0,4,2.5,2660,11200,2.0,0,0,3,9,2660,0,16,3290,11275,0
430000.0,3,2.0,1910,5040,1.5,0,0,3,8,1910,0,44,1980,4275,0
319900.0,4,2.75,2475,4276,2.0,0,0,3,7,2475,0,1,2475,4000,0
1450000.0,5,3.5,4170,9090,2.0,0,0,3,10,4170,0,7,1930,13635,0
260600.0,2,1.0,810,4560,1.0,0,0,3,7,810,0,87,1490,4560,0
500000.0,3,2.25,2210,7680,1.0,0,2,3,8,1730,480,43,2390,7680,0
345000.0,2,1.0,770,3008,1.0,0,0,4,5,770,0,98,1550,4563,0
580000.0,3,2.25,2190,8188,2.0,0,0,3,8,1810,380,37,2190,8374,0
110000.0,2,1.0,790,8250,1.0,0,0,3,6,790,0,68,900,8250,0
550000.0,3,1.0,1130,7500,1.0,0,0,3,7,880,250,68,2190,5250,0
485000.0,4,1.75,1430,4096,2.0,0,0,3,7,1430,0,115,1640,3377,0
210000.0,2,1.75,1000,3554,1.0,0,0,4,8,1000,0,40,1150,4000,0
969500.0,3,3.25,2080,3025,2.0,0,2,4,8,1220,860,31,2680,6518,0
580000.0,3,2.25,1900,3960,1.5,0,0,3,8,1200,700,110,1310,3960,0
556000.0,3,2.5,2750,35440,2.0,0,0,3,9,2750,0,21,2710,35440,0
500000.0,3,2.0,3040,41072,1.0,0,0,4,8,1520,1520,37,2230,54014,0
405000.0,2,0.75,1160,15029,1.0,0,0,4,6,870,290,78,1870,25346,0
279000.0,3,2.5,2010,11618,2.0,0,0,3,7,2010,0,25,1550,9354,0
395000.0,4,2.0,2240,7085,1.5,0,0,3,7,2240,0,71,1440,7085,0
555000.0,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,95,1660,3750,0
780000.0,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,91,1680,3120,0
399700.0,4,1.75,1320,4800,1.0,0,0,4,7,870,450,85,940,4800,0
728050.0,3,2.5,2320,6775,1.0,0,0,3,8,2320,0,7,1680,4750,0
337500.0,2,1.0,1300,6731,1.0,0,0,3,7,1300,0,65,1240,6731,0
370000.0,4,3.0,2490,5706,2.0,0,0,3,9,2490,0,10,2650,5880,0
615000.0,3,1.75,2620,8280,1.0,0,0,4,7,1330,1290,67,1530,8160,0
600000.0,3,1.75,2340,57499,1.0,0,0,3,8,2340,0,27,3260,137649,0
290000.0,3,2.5,1190,8175,1.0,0,0,3,7,1190,0,29,2230,9520,0
590000.0,3,2.0,3030,9374,1.0,0,1,4,7,2100,930,56,1990,6012,0
359000.0,4,2.5,1820,11325,1.0,0,0,3,8,1390,430,39,1990,10802,0
230000.0,2,1.0,720,5913,1.0,0,0,3,6,720,0,95,1560,6600,0
650000.0,3,2.5,2690,11575,1.0,0,3,3,8,2130,560,58,2390,11782,0
670000.0,3,1.0,1600,16868,1.0,0,1,3,7,990,610,69,2600,12735,0
520000.0,4,2.5,3290,11446,2.0,0,0,3,8,3290,0,23,2050,11933,0
246000.0,3,1.75,1390,7399,1.0,0,0,4,7,1390,0,40,1460,7800,0
144000.0,3,1.0,980,6800,1.0,0,0,3,6,980,0,69,1140,9975,0
1110000.0,5,3.5,7350,12231,2.0,0,4,3,11,4750,2600,14,5380,12587,0
310000.0,2,1.0,750,5379,1.0,0,0,3,6,750,0,96,1030,5511,0
808900.0,5,2.5,2900,5901,2.0,0,0,3,9,2900,0,9,3200,5775,0
306000.0,3,2.5,1870,5874,2.0,0,0,3,7,1870,0,10,2090,4060,0
350500.0,2,2.5,1770,4950,1.0,0,0,3,7,1770,0,12,1770,4500,0
675000.0,4,4.0,3680,18804,2.0,0,0,3,10,3680,0,25,3200,15954,0
267000.0,3,2.25,1584,2800,2.0,0,0,3,7,1584,0,3,1584,2800,0
325000.0,3,2.5,2550,4240,2.0,0,0,3,7,2550,0,9,2550,4240,0
234999.0,3,1.0,1330,8912,1.0,0,0,3,6,1330,0,67,1200,8913,0
439900.0,2,2.0,1410,12282,1.5,0,0,5,8,1410,0,106,1410,8931,0
730000.0,4,2.5,2750,10351,2.0,0,0,3,10,2750,0,17,3370,10351,0
1900000.0,5,4.5,5160,44315,2.0,0,0,3,12,5160,0,19,4760,44315,0
465000.0,5,1.5,1750,12491,1.0,0,0,3,6,1390,360,54,1560,12473,0
675000.0,3,2.25,2610,9002,2.0,0,0,3,9,2610,0,27,2320,8306,0
442500.0,4,2.5,2170,14024,2.0,0,0,3,8,2170,0,23,2240,14029,0
247500.0,3,1.0,1660,11060,1.0,0,0,4,7,1110,550,53,1890,11060,0
250000.0,4,1.5,2500,6300,1.0,0,0,4,7,1500,1000,54,1720,8925,0
365500.0,4,2.5,2030,4499,2.0,0,0,3,8,2030,0,12,2030,4539,0
406100.0,3,2.25,1410,1332,3.0,0,0,3,8,1410,0,10,1430,1448,0
382000.0,2,1.0,870,10492,1.0,0,0,3,7,870,0,78,1300,7987,0
188200.0,3,1.0,1260,7265,1.0,0,0,4,7,1260,0,61,940,7200,0
180000.0,5,1.0,1460,11726,1.5,0,0,3,6,1290,170,79,1460,10450,0
680000.0,4,2.75,2720,54048,2.0,0,0,3,8,2720,0,30,2580,37721,0
795000.0,4,2.5,3230,19193,1.0,0,3,4,8,2000,1230,42,3230,13420,0
445000.0,4,2.5,2170,5257,2.0,0,0,3,7,2170,0,26,1430,7528,0
676500.0,3,1.75,1300,2446,1.0,0,3,3,8,880,420,54,2440,5051,0
269950.0,3,2.5,1890,4838,2.0,0,0,3,8,1730,160,13,1910,7409,0
353500.0,3,2.5,2020,4845,2.0,0,0,3,7,2020,0,14,1930,5134,0
998000.0,5,4.5,4130,10404,2.0,0,0,3,10,4130,0,11,3890,11531,0
833000.0,4,3.5,3560,7178,2.0,0,3,3,10,2590,970,9,3290,6978,0
660000.0,3,2.25,1570,1680,3.0,0,0,3,8,1570,0,1,1290,1870,0
424950.0,3,1.75,2090,7505,1.0,0,0,3,7,2090,0,48,1510,7416,0
340000.0,2,1.0,1090,6771,1.0,0,0,3,6,1090,0,61,1200,4992,0
375000.0,5,2.5,2840,15598,1.0,0,0,4,8,1470,1370,40,2570,14930,0
389950.0,4,2.5,3140,8060,2.0,0,0,3,9,3140,0,24,3000,8060,0
580000.0,3,2.5,2180,40278,2.0,0,0,3,9,2180,0,30,2630,40000,0
562000.0,5,2.25,3040,8111,2.0,0,0,3,8,3040,0,31,2020,8304,0
250000.0,2,1.0,990,10556,2.0,0,0,3,7,990,0,34,1350,7295,0
307635.0,3,2.5,1820,4200,2.0,0,0,3,8,1820,0,1,2370,4200,0
865000.0,4,2.5,2520,4950,2.0,0,0,3,8,2520,0,109,1810,3500,1
274000.0,4,1.75,1940,7500,1.0,0,0,4,7,1720,220,49,2000,9000,0
783000.0,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,75,1970,5000,0
133000.0,5,2.0,1430,5600,1.5,0,0,3,6,1430,0,68,1860,5980,0
278000.0,3,2.0,1230,7789,1.0,0,0,3,7,1230,0,21,1470,8670,0
550000.0,3,2.0,1810,12825,1.0,0,0,4,7,1810,0,55,1490,10800,0
336750.0,4,2.25,1720,7803,1.0,0,0,3,8,1350,370,60,1720,7803,0
327000.0,3,3.0,1370,1001,3.0,0,0,3,8,1370,0,6,1399,1151,0
501000.0,2,1.0,1010,4320,1.0,0,0,5,7,1010,0,91,1680,4320,0
305000.0,3,1.0,1150,9048,1.0,0,0,2,7,1150,0,93,1550,8207,0
340000.0,3,1.0,3180,27586,1.0,0,0,3,8,1400,1780,46,2180,27586,0
338150.0,4,2.25,2700,8580,2.0,0,0,3,8,2700,0,23,2420,8580,0
270000.0,5,2.5,2630,8470,1.5,0,0,4,8,2630,0,47,1780,8575,0
390000.0,3,2.25,1600,10240,1.0,0,0,3,7,1090,510,36,1520,9394,0
540000.0,4,2.5,1780,4169,2.0,0,0,3,8,1780,0,21,1830,4164,0
610000.0,3,2.5,2630,5827,2.0,0,0,3,8,2630,0,14,2330,4715,0
725000.0,3,2.5,2610,7510,2.0,0,0,3,9,2610,0,19,2610,8458,0
775000.0,3,2.0,2540,7200,1.5,0,3,4,8,1600,940,110,2040,5900,0
951250.0,5,3.0,2710,8227,1.0,0,2,3,8,1910,800,62,2060,5400,0
420000.0,3,1.0,1060,7638,1.0,0,0,5,7,1060,0,49,1470,8097,0
452500.0,3,2.5,2430,88426,1.0,0,0,4,7,1570,860,30,1560,56827,0
325000.0,4,1.75,1950,12500,1.0,0,0,3,7,1330,620,52,1760,11520,0
210000.0,3,1.0,1040,8970,1.0,0,0,4,6,1040,0,54,1040,8450,0
449950.0,4,2.5,2070,7312,1.0,0,0,4,7,1230,840,38,1770,7668,0
505000.0,2,2.25,1060,1209,2.0,0,0,3,8,940,120,9,1300,1169,0
502000.0,3,2.75,2010,11200,1.0,0,0,3,8,1360,650,36,2200,10640,0
368000.0,5,1.75,2590,9394,1.0,0,0,4,7,1390,1200,52,2580,9049,0
1630000.0,4,3.25,2980,3600,2.0,0,0,3,9,2150,830,16,2980,4800,0
608000.0,3,2.0,2400,217800,2.0,0,0,3,8,1590,810,40,2340,207781,0
427000.0,2,1.5,1440,725,2.0,0,0,3,8,1100,340,4,1440,4255,0
289000.0,2,1.0,1010,7740,1.0,0,0,3,6,890,120,91,1030,6000,0
200000.0,2,1.0,1400,9600,1.5,0,0,4,6,1400,0,74,1230,9600,0
246950.0,3,3.5,1790,1682,2.0,0,0,3,7,1480,310,9,1150,4000,0
230000.0,2,2.0,1260,10200,1.0,0,0,3,7,1020,240,32,1560,10200,0
660000.0,3,2.0,1770,8141,1.0,0,0,5,8,1770,0,63,1770,8100,0
270000.0,4,2.25,1900,8600,1.0,0,0,4,8,1900,0,40,2120,8000,0
672324.0,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,75,2310,6301,0
900000.0,3,3.25,3870,33980,2.0,0,0,3,10,3150,720,24,3590,10750,0
917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,31,3740,35230,0
208000.0,3,1.75,1070,7200,1.0,0,0,3,7,1070,0,21,1480,7200,0
625000.0,4,2.5,2601,34335,2.0,0,0,3,9,2601,0,20,2080,32336,0
640000.0,2,2.25,1540,965,3.0,0,0,3,9,1540,0,8,1410,964,0
555000.0,4,2.5,2450,5079,2.0,0,0,3,9,2450,0,14,2690,6675,0
360000.0,6,2.75,2850,15240,1.0,0,0,3,7,1850,1000,53,2090,7620,0
499950.0,3,2.5,2370,12753,2.0,0,0,3,7,2370,0,14,2280,16808,0
430000.0,4,2.75,1820,5400,1.0,0,0,4,7,1220,600,27,1630,5400,0
935000.0,3,2.0,1720,2000,1.5,0,0,3,8,1060,660,105,1590,4000,0
490000.0,3,2.25,1280,1520,2.0,0,0,3,8,1080,200,7,1280,1681,0
422000.0,3,1.0,1160,7854,1.0,0,0,3,7,1160,0,55,1300,8317,0
352500.0,3,1.75,1170,8182,1.0,0,0,3,7,1170,0,53,1610,8183,0
860000.0,3,1.75,1860,5584,1.0,0,0,3,8,1310,550,64,1630,6022,0
340000.0,4,2.5,2810,6481,2.0,0,0,3,9,2810,0,17,2660,6958,0
359000.0,5,1.75,1940,6654,1.5,0,0,4,7,1940,0,62,2300,9500,0
448500.0,3,1.75,1300,4800,2.0,0,1,4,7,1300,0,103,1300,4800,0
620000.0,3,2.25,1780,1429,3.0,0,0,3,8,1570,210,8,1470,1799,0
280000.0,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,71,1250,7467,0
525000.0,5,1.0,1280,3876,1.5,0,0,3,7,1280,0,92,1420,3825,0
1140000.0,6,3.75,5960,20197,2.0,0,4,3,10,3900,2060,10,3860,12800,0
207000.0,3,2.5,1520,2550,2.0,0,0,3,7,1520,0,10,1460,2550,0
638700.0,3,1.75,2080,9162,1.0,0,0,3,7,1370,710,55,1870,8944,0
355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1220,1010,61,2170,12465,0
258800.0,2,1.75,1290,1624,2.0,0,0,3,8,1290,0,1,1410,1963,0
493000.0,4,2.5,2070,4270,2.0,0,0,3,8,2070,0,5,2070,4610,0
314500.0,3,2.0,2050,13303,1.0,0,0,3,8,2050,0,22,2180,11590,0
280000.0,3,2.5,1608,4818,2.0,0,0,3,8,1608,0,3,2009,5200,0
450000.0,4,2.25,2040,9565,1.0,0,0,3,8,1400,640,56,1890,8580,0
565000.0,5,1.75,1910,9720,1.0,0,0,4,7,1390,520,60,1750,9720,0
480000.0,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,10,2830,7787,0
2180000.0,6,2.75,4710,11000,2.0,0,3,3,10,3690,1020,84,2950,5300,0
1380000.0,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,8,2940,13462,0
500000.0,4,2.5,1940,7607,2.0,0,0,3,8,1940,0,20,2250,7600,0
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,23,2550,35065,0
290000.0,2,1.0,840,3844,1.0,0,0,4,6,840,0,96,1040,3844,0
699000.0,3,2.0,2010,4320,2.0,0,2,3,9,2010,0,16,1640,5225,0
375000.0,5,1.5,2050,9360,1.0,0,0,3,7,1520,530,47,1840,9383,0
291000.0,4,1.0,1590,24330,1.5,0,0,3,6,1140,450,73,1000,16228,0
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,35,1650,135036,0
402000.0,2,1.0,620,2475,1.0,0,0,5,6,620,0,104,1290,2475,0
1800000.0,3,3.25,5290,224442,2.0,0,0,4,11,4540,750,27,3750,84936,0
500000.0,4,2.5,1900,5001,1.0,0,0,3,8,1200,700,7,1950,4680,0
375000.0,2,1.0,1810,8527,1.5,0,0,4,7,1810,0,72,1490,6800,0
500000.0,3,2.5,2110,208737,2.0,0,3,3,9,2110,0,38,2390,125017,0
430000.0,3,2.0,1540,6000,1.0,0,0,4,6,1540,0,62,1490,8213,0
242025.0,4,1.75,1400,54014,1.5,0,0,4,7,1400,0,80,1910,8523,0
359950.0,4,2.5,3010,5701,2.0,0,0,3,8,3010,0,12,3010,5772,0
580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,14,1550,1092,0
425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,115,1540,3700,0
650000.0,4,2.5,3420,222156,2.0,0,0,3,9,3420,0,13,3340,222156,0
320000.0,3,1.0,960,6180,1.0,0,0,4,6,960,0,105,1250,4120,0
723000.0,4,2.0,2790,8793,1.0,0,0,4,8,1640,1150,38,2400,9286,0
368000.0,3,1.0,1280,9898,1.0,0,0,3,7,1280,0,47,1290,9625,0
1410000.0,5,2.25,3580,16789,2.0,0,0,5,9,3580,0,49,3390,17000,0
260000.0,3,2.5,1600,2244,2.0,0,0,3,7,1600,0,10,1600,1700,0
353000.0,4,1.5,1100,9600,1.0,0,0,4,6,1100,0,55,1100,9630,0
226500.0,3,1.5,1300,7370,1.0,0,0,4,7,900,400,39,1430,7500,0
295000.0,4,2.25,1830,5720,2.0,0,0,3,7,1830,0,12,1960,5754,0
560000.0,4,1.0,1660,4690,1.5,0,0,3,7,1260,400,70,1400,3876,0
405000.0,3,1.75,1760,5355,1.0,0,0,3,7,1160,600,59,1790,6225,0
471000.0,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,53,1860,5750,0
672500.0,4,2.75,2620,6707,2.0,0,0,3,9,2620,0,15,2590,6530,0
560000.0,4,1.75,1740,8800,1.0,0,0,4,8,1740,0,50,2180,8436,0
495000.0,3,2.25,1280,1517,2.0,0,0,3,8,1080,200,7,1280,1681,0
839900.0,4,3.5,3810,13592,1.0,0,1,3,9,2560,1250,2,3230,9311,0
822600.0,4,2.5,3010,9600,1.0,0,2,3,9,1510,1500,36,2780,10000,0
1140000.0,4,3.25,2500,5801,1.5,0,0,3,8,1960,540,89,3670,7350,0
383000.0,4,1.75,2580,19607,1.0,0,2,4,8,1290,1290,57,1970,9569,0
392500.0,3,1.0,1390,10500,1.5,0,0,3,6,1390,0,75,1350,9800,0
490000.0,3,1.75,1600,16510,1.0,0,0,3,8,1600,0,31,1510,10407,0
613000.0,3,1.5,1470,4480,1.0,0,0,4,7,1130,340,97,2120,4480,0
405000.0,3,2.0,1740,18000,1.0,0,0,3,7,1230,510,26,1740,11250,0
454000.0,4,2.25,2630,39000,2.0,0,0,3,9,2630,0,36,2270,66647,0
735000.0,4,2.5,3270,45537,2.0,0,0,3,9,3270,0,22,2670,38827,0
680000.0,4,3.5,2510,3763,2.0,0,0,3,8,1990,520,2,2560,3820,0
700000.0,4,2.5,3040,7200,2.0,0,0,3,9,3040,0,7,2360,8245,0
490000.0,3,2.25,2330,3600,1.5,0,0,3,8,2330,0,44,2050,4275,0
500000.0,2,2.5,1310,1500,2.0,0,0,3,8,1160,150,9,1320,1581,0
