price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age.at.sale,renovated,sqft_living15,sqft_lot15
711800,4,2.25,2410,16650,1,0,0,4,8,2410,0,50,no,2720,11141
350000,3,1.75,2010,6150,2,0,0,5,7,2010,0,76,no,1770,7380
257500,1,1,710,6060,1,0,0,4,6,710,0,99,no,1440,4545
245000,3,2,1440,7008,1,0,0,3,7,1440,0,30,no,1680,7200
230500,2,1,740,8853,1,0,0,3,6,740,0,72,no,850,8775
606500,3,2.5,2170,5500,2,0,0,3,8,2170,0,15,no,2170,5862
241000,3,1,1150,10000,1,0,0,3,6,1000,150,64,no,1340,10000
729032,4,2.5,2840,12866,1,0,0,4,9,1780,1060,38,no,2840,13209
308000,3,1.75,1680,8629,1,0,0,3,8,1200,480,38,no,1990,8400
380000,4,1.75,1740,9150,1,0,0,3,7,1740,0,41,no,1540,9147
445000,2,1,1440,3225,1,0,0,3,7,960,480,100,no,1160,3630
1400000,4,3.5,4380,66613,1.5,0,0,3,11,4380,0,22,no,4010,70109
450000,3,2.75,1250,892,2,0,0,3,8,1040,210,5,no,1250,1296
390000,3,2,1930,12443,1,0,0,3,7,1930,0,46,no,1400,12183
1460000,4,4,4620,130208,2,0,0,3,10,4620,0,1,no,4620,131007
970000,2,1,1290,5376,1,0,0,3,6,1290,0,70,no,1180,5376
220000,3,1,1060,9126,1,0,2,5,7,1060,0,59,no,1300,9126
540000,6,3,2870,206474,2,0,0,3,7,2330,540,55,no,2380,59677
378500,2,1,730,7528,1,0,0,3,7,730,0,69,no,1620,7528
1100000,4,3.5,2760,5040,2,0,2,3,9,2760,0,60,yes,2370,5760
579000,3,2.5,3160,286181,2,0,3,3,9,3160,0,13,no,2110,94663
104950,2,1,1170,8254,1,0,0,2,6,1170,0,66,no,1820,8922
350000,3,1,1050,5518,1,0,0,3,7,1050,0,67,no,1490,4269
325000,3,1.75,1840,17286,1,0,0,4,7,1440,400,37,no,1840,14541
725000,3,2.5,2090,9847,2,0,2,3,9,2090,0,32,no,2860,11483
296500,3,2.75,2170,7900,1,0,0,4,8,1380,790,37,no,2170,7700
905000,4,3.5,2970,14486,2,0,0,3,9,2340,630,18,no,3680,14486
375000,3,2.5,1440,1102,3,0,0,3,8,1440,0,6,no,1440,1434
590000,3,2.5,2650,9380,1,0,0,5,8,1680,970,40,no,2310,9600
581000,4,2,2510,13695,1,0,0,4,7,1280,1230,54,yes,1220,12500
490000,4,2.25,2110,16200,1,0,0,3,8,1630,480,37,no,2370,16000
824000,7,4.25,3670,4000,2,0,1,3,8,2800,870,51,no,2010,4000
3.00E+05,4,2.5,1910,8058,2,0,0,3,8,1910,0,23,no,1910,6500
613500,3,2.5,2350,7035,2,0,0,3,8,2350,0,26,no,2270,7192
534000,5,2,2280,3600,2,0,0,3,7,2280,0,23,no,1740,1800
248000,2,1,770,8600,1,0,0,4,4,770,0,101,no,1420,6960
365000,3,2.25,2430,7614,1.5,0,0,3,8,1900,530,36,no,1720,11250
817500,4,2.5,2910,35679,2,0,0,4,9,2910,0,28,no,2720,36728
1130000,5,3.25,3080,13394,1,0,2,4,9,2230,850,47,no,2810,10720
208000,2,1,1160,5750,1,0,0,4,6,1160,0,91,no,1160,8250
369950,3,1,2430,10720,1,0,0,3,7,2430,0,38,no,1660,11560
330000,3,2.5,1450,5008,1,0,0,3,7,840,610,8,no,2120,5019
550000,2,1,980,3080,1.5,0,0,3,7,980,0,105,no,1450,3333
920000,3,1,1410,9656,1,0,0,3,7,960,450,62,no,2410,9384
906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,64,no,2240,6071
732000,3,2.5,1960,3060,2,0,0,3,8,1960,0,5,no,1220,3060
289950,4,2.25,2190,6906,1,0,0,4,7,1040,1150,38,no,1250,6440
564450,3,2.5,2710,6174,2,0,0,3,9,2710,0,17,no,2730,7266
465000,3,2.25,1450,1540,2,0,0,3,8,1180,270,10,no,1450,1540
308000,2,1,1080,6250,1,0,2,4,7,1080,0,73,no,2100,6875
252000,4,1.5,1550,19800,1,0,0,4,7,1050,500,46,no,1640,22654
465000,3,2,1560,8509,1,0,0,3,8,790,770,46,no,1410,7428
729000,3,1,1580,3840,2,0,0,3,8,1580,0,107,no,1680,2624
440000,3,2,1860,217800,2,0,2,3,8,1860,0,17,no,2500,217800
370900,3,1.5,1200,8560,1,0,0,4,7,1200,0,40,no,1550,7800
285000,3,1.75,1840,8601,1,0,0,3,7,920,920,110,yes,1390,7452
835000,4,3.25,3270,6027,2,0,0,3,10,3270,0,14,no,3270,6546
530000,3,2.75,2440,45738,2,0,0,3,8,1840,600,28,no,2440,189100
299800,4,2.5,2410,4708,2,0,0,3,8,2410,0,13,no,2517,5290
541500,2,2.5,1900,3690,2,0,0,3,8,1900,0,9,no,1900,5153
295000,4,3,2120,7650,2,0,0,3,8,2120,0,51,no,2260,7885
328000,4,1.75,1990,7194,1,0,0,4,8,1400,590,37,no,1820,7400
870515,4,3.5,3600,5697,2,0,0,3,9,2940,660,1,no,3490,5911
695000,5,1.75,1790,9335,2,0,0,5,8,1790,0,63,no,1840,9612
520000,3,2,1670,8800,1,0,0,4,7,1150,520,54,no,2020,8250
650000,3,2.75,1540,1251,2,0,0,3,8,1230,310,13,no,1540,1287
294000,3,1.75,1420,1361,2,0,0,3,7,960,460,1,no,1340,1343
340000,3,2.5,1212,1174,3,0,0,3,7,1212,0,11,no,1256,1226
985000,4,2.25,4230,37769,2,0,0,3,11,4230,0,26,no,3890,37034
628000,4,2,2260,6000,1,0,0,3,8,1430,830,57,no,2030,5874
451000,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,60,no,1620,6912
305500,4,2.5,1850,7199,2,0,0,4,7,1850,0,26,no,1940,7432
484950,3,2.25,1590,926,3,0,0,3,8,1590,0,1,no,1640,1321
540000,3,2.5,1720,11656,2,0,0,3,8,1720,0,28,no,1890,10336
290000,3,2.25,1880,7488,2,0,0,3,8,1880,0,35,no,2180,7344
364000,4,1.75,2010,8625,1,0,0,4,7,1340,670,58,no,1500,8400
565000,4,2.75,3260,4900,2,0,0,3,9,3260,0,2,no,3260,6132
763000,4,1.75,1850,4388,2,0,0,5,8,1850,0,74,no,1410,4107
470000,4,2.5,2680,8062,1,0,3,4,7,1530,1150,48,no,1920,8600
575000,2,1.75,1840,4076,1,0,0,3,8,1140,700,58,no,1540,4076
628000,5,2.75,2830,11795,1,0,0,4,7,1710,1120,55,no,2460,10880
447000,3,2.5,1650,3076,2,0,0,3,7,1650,0,12,no,1560,3064
350000,4,3,3380,16133,1,0,1,3,8,2330,1050,56,no,2500,11100
650000,4,2.5,2500,6005,2,0,0,3,9,2500,0,14,no,2680,7200
280000,4,2.25,1930,7207,1,0,0,4,7,1360,570,27,no,1760,7207
540000,3,2.5,1810,3930,2,0,0,3,8,1810,0,7,no,1560,5100
902500,3,3.5,3240,23522,2,0,0,3,10,2130,1110,23,no,3180,23273
360500,3,2.5,3300,11525,1,0,0,5,8,1650,1650,54,no,1950,9680
420000,4,1.75,2480,60548,1,0,0,4,7,1600,880,47,no,2390,90169
1030000,5,2.75,3190,16920,1,0,3,3,9,1690,1500,39,no,3100,13100
365000,4,2.5,1570,9600,1,0,0,3,7,800,770,43,no,1340,9110
1130000,4,2.5,2660,11200,2,0,0,3,9,2660,0,16,no,3290,11275
430000,3,2,1910,5040,1.5,0,0,3,8,1910,0,44,no,1980,4275
319900,4,2.75,2475,4276,2,0,0,3,7,2475,0,1,no,2475,4000
1450000,5,3.5,4170,9090,2,0,0,3,10,4170,0,7,no,1930,13635
260600,2,1,810,4560,1,0,0,3,7,810,0,87,no,1490,4560
5.00E+05,3,2.25,2210,7680,1,0,2,3,8,1730,480,43,no,2390,7680
345000,2,1,770,3008,1,0,0,4,5,770,0,98,no,1550,4563
580000,3,2.25,2190,8188,2,0,0,3,8,1810,380,37,no,2190,8374
110000,2,1,790,8250,1,0,0,3,6,790,0,68,no,900,8250
550000,3,1,1130,7500,1,0,0,3,7,880,250,68,no,2190,5250
485000,4,1.75,1430,4096,2,0,0,3,7,1430,0,115,no,1640,3377
210000,2,1.75,1000,3554,1,0,0,4,8,1000,0,40,no,1150,4000
969500,3,3.25,2080,3025,2,0,2,4,8,1220,860,31,no,2680,6518
580000,3,2.25,1900,3960,1.5,0,0,3,8,1200,700,110,no,1310,3960
556000,3,2.5,2750,35440,2,0,0,3,9,2750,0,21,no,2710,35440
5.00E+05,3,2,3040,41072,1,0,0,4,8,1520,1520,37,no,2230,54014
405000,2,0.75,1160,15029,1,0,0,4,6,870,290,78,no,1870,25346
279000,3,2.5,2010,11618,2,0,0,3,7,2010,0,25,no,1550,9354
395000,4,2,2240,7085,1.5,0,0,3,7,2240,0,71,no,1440,7085
555000,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,95,no,1660,3750
780000,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,91,no,1680,3120
399700,4,1.75,1320,4800,1,0,0,4,7,870,450,85,no,940,4800
728050,3,2.5,2320,6775,1,0,0,3,8,2320,0,7,no,1680,4750
337500,2,1,1300,6731,1,0,0,3,7,1300,0,65,no,1240,6731
370000,4,3,2490,5706,2,0,0,3,9,2490,0,10,no,2650,5880
615000,3,1.75,2620,8280,1,0,0,4,7,1330,1290,67,no,1530,8160
6.00E+05,3,1.75,2340,57499,1,0,0,3,8,2340,0,27,no,3260,137649
290000,3,2.5,1190,8175,1,0,0,3,7,1190,0,29,no,2230,9520
590000,3,2,3030,9374,1,0,1,4,7,2100,930,56,no,1990,6012
359000,4,2.5,1820,11325,1,0,0,3,8,1390,430,39,no,1990,10802
230000,2,1,720,5913,1,0,0,3,6,720,0,95,no,1560,6600
650000,3,2.5,2690,11575,1,0,3,3,8,2130,560,58,no,2390,11782
670000,3,1,1600,16868,1,0,1,3,7,990,610,69,no,2600,12735
520000,4,2.5,3290,11446,2,0,0,3,8,3290,0,23,no,2050,11933
246000,3,1.75,1390,7399,1,0,0,4,7,1390,0,40,no,1460,7800
144000,3,1,980,6800,1,0,0,3,6,980,0,69,no,1140,9975
1110000,5,3.5,7350,12231,2,0,4,3,11,4750,2600,14,no,5380,12587
310000,2,1,750,5379,1,0,0,3,6,750,0,96,no,1030,5511
808900,5,2.5,2900,5901,2,0,0,3,9,2900,0,9,no,3200,5775
306000,3,2.5,1870,5874,2,0,0,3,7,1870,0,10,no,2090,4060
350500,2,2.5,1770,4950,1,0,0,3,7,1770,0,12,no,1770,4500
675000,4,4,3680,18804,2,0,0,3,10,3680,0,25,no,3200,15954
267000,3,2.25,1584,2800,2,0,0,3,7,1584,0,3,no,1584,2800
325000,3,2.5,2550,4240,2,0,0,3,7,2550,0,9,no,2550,4240
234999,3,1,1330,8912,1,0,0,3,6,1330,0,67,no,1200,8913
439900,2,2,1410,12282,1.5,0,0,5,8,1410,0,106,no,1410,8931
730000,4,2.5,2750,10351,2,0,0,3,10,2750,0,17,no,3370,10351
1900000,5,4.5,5160,44315,2,0,0,3,12,5160,0,19,no,4760,44315
465000,5,1.5,1750,12491,1,0,0,3,6,1390,360,54,no,1560,12473
675000,3,2.25,2610,9002,2,0,0,3,9,2610,0,27,no,2320,8306
442500,4,2.5,2170,14024,2,0,0,3,8,2170,0,23,no,2240,14029
247500,3,1,1660,11060,1,0,0,4,7,1110,550,53,no,1890,11060
250000,4,1.5,2500,6300,1,0,0,4,7,1500,1000,54,no,1720,8925
365500,4,2.5,2030,4499,2,0,0,3,8,2030,0,12,no,2030,4539
406100,3,2.25,1410,1332,3,0,0,3,8,1410,0,10,no,1430,1448
382000,2,1,870,10492,1,0,0,3,7,870,0,78,no,1300,7987
188200,3,1,1260,7265,1,0,0,4,7,1260,0,61,no,940,7200
180000,5,1,1460,11726,1.5,0,0,3,6,1290,170,79,no,1460,10450
680000,4,2.75,2720,54048,2,0,0,3,8,2720,0,30,no,2580,37721
795000,4,2.5,3230,19193,1,0,3,4,8,2000,1230,42,no,3230,13420
445000,4,2.5,2170,5257,2,0,0,3,7,2170,0,26,no,1430,7528
676500,3,1.75,1300,2446,1,0,3,3,8,880,420,54,no,2440,5051
269950,3,2.5,1890,4838,2,0,0,3,8,1730,160,13,no,1910,7409
353500,3,2.5,2020,4845,2,0,0,3,7,2020,0,14,no,1930,5134
998000,5,4.5,4130,10404,2,0,0,3,10,4130,0,11,no,3890,11531
833000,4,3.5,3560,7178,2,0,3,3,10,2590,970,9,no,3290,6978
660000,3,2.25,1570,1680,3,0,0,3,8,1570,0,1,no,1290,1870
424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,48,no,1510,7416
340000,2,1,1090,6771,1,0,0,3,6,1090,0,61,no,1200,4992
375000,5,2.5,2840,15598,1,0,0,4,8,1470,1370,40,no,2570,14930
389950,4,2.5,3140,8060,2,0,0,3,9,3140,0,24,no,3000,8060
580000,3,2.5,2180,40278,2,0,0,3,9,2180,0,30,no,2630,40000
562000,5,2.25,3040,8111,2,0,0,3,8,3040,0,31,no,2020,8304
250000,2,1,990,10556,2,0,0,3,7,990,0,34,no,1350,7295
307635,3,2.5,1820,4200,2,0,0,3,8,1820,0,1,no,2370,4200
865000,4,2.5,2520,4950,2,0,0,3,8,2520,0,109,yes,1810,3500
274000,4,1.75,1940,7500,1,0,0,4,7,1720,220,49,no,2000,9000
783000,4,2.75,2080,5000,1,0,0,5,8,1470,610,75,no,1970,5000
133000,5,2,1430,5600,1.5,0,0,3,6,1430,0,68,no,1860,5980
278000,3,2,1230,7789,1,0,0,3,7,1230,0,21,no,1470,8670
550000,3,2,1810,12825,1,0,0,4,7,1810,0,55,no,1490,10800
336750,4,2.25,1720,7803,1,0,0,3,8,1350,370,60,no,1720,7803
327000,3,3,1370,1001,3,0,0,3,8,1370,0,6,no,1399,1151
501000,2,1,1010,4320,1,0,0,5,7,1010,0,91,no,1680,4320
305000,3,1,1150,9048,1,0,0,2,7,1150,0,93,no,1550,8207
340000,3,1,3180,27586,1,0,0,3,8,1400,1780,46,no,2180,27586
338150,4,2.25,2700,8580,2,0,0,3,8,2700,0,23,no,2420,8580
270000,5,2.5,2630,8470,1.5,0,0,4,8,2630,0,47,no,1780,8575
390000,3,2.25,1600,10240,1,0,0,3,7,1090,510,36,no,1520,9394
540000,4,2.5,1780,4169,2,0,0,3,8,1780,0,21,no,1830,4164
610000,3,2.5,2630,5827,2,0,0,3,8,2630,0,14,no,2330,4715
725000,3,2.5,2610,7510,2,0,0,3,9,2610,0,19,no,2610,8458
775000,3,2,2540,7200,1.5,0,3,4,8,1600,940,110,no,2040,5900
951250,5,3,2710,8227,1,0,2,3,8,1910,800,62,no,2060,5400
420000,3,1,1060,7638,1,0,0,5,7,1060,0,49,no,1470,8097
452500,3,2.5,2430,88426,1,0,0,4,7,1570,860,30,no,1560,56827
325000,4,1.75,1950,12500,1,0,0,3,7,1330,620,52,no,1760,11520
210000,3,1,1040,8970,1,0,0,4,6,1040,0,54,no,1040,8450
449950,4,2.5,2070,7312,1,0,0,4,7,1230,840,38,no,1770,7668
505000,2,2.25,1060,1209,2,0,0,3,8,940,120,9,no,1300,1169
502000,3,2.75,2010,11200,1,0,0,3,8,1360,650,36,no,2200,10640
368000,5,1.75,2590,9394,1,0,0,4,7,1390,1200,52,no,2580,9049
1630000,4,3.25,2980,3600,2,0,0,3,9,2150,830,16,no,2980,4800
608000,3,2,2400,217800,2,0,0,3,8,1590,810,40,no,2340,207781
427000,2,1.5,1440,725,2,0,0,3,8,1100,340,4,no,1440,4255
289000,2,1,1010,7740,1,0,0,3,6,890,120,91,no,1030,6000
2.00E+05,2,1,1400,9600,1.5,0,0,4,6,1400,0,74,no,1230,9600
246950,3,3.5,1790,1682,2,0,0,3,7,1480,310,9,no,1150,4000
230000,2,2,1260,10200,1,0,0,3,7,1020,240,32,no,1560,10200
660000,3,2,1770,8141,1,0,0,5,8,1770,0,63,no,1770,8100
270000,4,2.25,1900,8600,1,0,0,4,8,1900,0,40,no,2120,8000
672324,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,75,no,2310,6301
9.00E+05,3,3.25,3870,33980,2,0,0,3,10,3150,720,24,no,3590,10750
917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,31,no,3740,35230
208000,3,1.75,1070,7200,1,0,0,3,7,1070,0,21,no,1480,7200
625000,4,2.5,2601,34335,2,0,0,3,9,2601,0,20,no,2080,32336
640000,2,2.25,1540,965,3,0,0,3,9,1540,0,8,no,1410,964
555000,4,2.5,2450,5079,2,0,0,3,9,2450,0,14,no,2690,6675
360000,6,2.75,2850,15240,1,0,0,3,7,1850,1000,53,no,2090,7620
499950,3,2.5,2370,12753,2,0,0,3,7,2370,0,14,no,2280,16808
430000,4,2.75,1820,5400,1,0,0,4,7,1220,600,27,no,1630,5400
935000,3,2,1720,2000,1.5,0,0,3,8,1060,660,105,no,1590,4000
490000,3,2.25,1280,1520,2,0,0,3,8,1080,200,7,no,1280,1681
422000,3,1,1160,7854,1,0,0,3,7,1160,0,55,no,1300,8317
352500,3,1.75,1170,8182,1,0,0,3,7,1170,0,53,no,1610,8183
860000,3,1.75,1860,5584,1,0,0,3,8,1310,550,64,no,1630,6022
340000,4,2.5,2810,6481,2,0,0,3,9,2810,0,17,no,2660,6958
359000,5,1.75,1940,6654,1.5,0,0,4,7,1940,0,62,no,2300,9500
448500,3,1.75,1300,4800,2,0,1,4,7,1300,0,103,no,1300,4800
620000,3,2.25,1780,1429,3,0,0,3,8,1570,210,8,no,1470,1799
280000,3,1.75,1550,7410,1.5,0,0,5,7,1550,0,71,no,1250,7467
525000,5,1,1280,3876,1.5,0,0,3,7,1280,0,92,no,1420,3825
1140000,6,3.75,5960,20197,2,0,4,3,10,3900,2060,10,no,3860,12800
207000,3,2.5,1520,2550,2,0,0,3,7,1520,0,10,no,1460,2550
638700,3,1.75,2080,9162,1,0,0,3,7,1370,710,55,no,1870,8944
355000,4,1.5,2230,11536,1,0,1,4,7,1220,1010,61,no,2170,12465
258800,2,1.75,1290,1624,2,0,0,3,8,1290,0,1,no,1410,1963
493000,4,2.5,2070,4270,2,0,0,3,8,2070,0,5,no,2070,4610
314500,3,2,2050,13303,1,0,0,3,8,2050,0,22,no,2180,11590
280000,3,2.5,1608,4818,2,0,0,3,8,1608,0,3,no,2009,5200
450000,4,2.25,2040,9565,1,0,0,3,8,1400,640,56,no,1890,8580
565000,5,1.75,1910,9720,1,0,0,4,7,1390,520,60,no,1750,9720
480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,10,no,2830,7787
2180000,6,2.75,4710,11000,2,0,3,3,10,3690,1020,84,no,2950,5300
1380000,5,3.5,5150,12230,2,0,2,3,10,3700,1450,8,no,2940,13462
5.00E+05,4,2.5,1940,7607,2,0,0,3,8,1940,0,20,no,2250,7600
437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,23,no,2550,35065
290000,2,1,840,3844,1,0,0,4,6,840,0,96,no,1040,3844
699000,3,2,2010,4320,2,0,2,3,9,2010,0,16,no,1640,5225
375000,5,1.5,2050,9360,1,0,0,3,7,1520,530,47,no,1840,9383
291000,4,1,1590,24330,1.5,0,0,3,6,1140,450,73,no,1000,16228
314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,35,no,1650,135036
402000,2,1,620,2475,1,0,0,5,6,620,0,104,no,1290,2475
1800000,3,3.25,5290,224442,2,0,0,4,11,4540,750,27,no,3750,84936
5.00E+05,4,2.5,1900,5001,1,0,0,3,8,1200,700,7,no,1950,4680
375000,2,1,1810,8527,1.5,0,0,4,7,1810,0,72,no,1490,6800
5.00E+05,3,2.5,2110,208737,2,0,3,3,9,2110,0,38,no,2390,125017
430000,3,2,1540,6000,1,0,0,4,6,1540,0,62,no,1490,8213
242025,4,1.75,1400,54014,1.5,0,0,4,7,1400,0,80,no,1910,8523
359950,4,2.5,3010,5701,2,0,0,3,8,3010,0,12,no,3010,5772
580000,3,3.25,1490,857,3,0,0,3,8,1220,270,14,no,1550,1092
425000,3,1.75,1680,3000,1,0,2,4,6,840,840,115,no,1540,3700
650000,4,2.5,3420,222156,2,0,0,3,9,3420,0,13,no,3340,222156
320000,3,1,960,6180,1,0,0,4,6,960,0,105,no,1250,4120
723000,4,2,2790,8793,1,0,0,4,8,1640,1150,38,no,2400,9286
368000,3,1,1280,9898,1,0,0,3,7,1280,0,47,no,1290,9625
1410000,5,2.25,3580,16789,2,0,0,5,9,3580,0,49,no,3390,17000
260000,3,2.5,1600,2244,2,0,0,3,7,1600,0,10,no,1600,1700
353000,4,1.5,1100,9600,1,0,0,4,6,1100,0,55,no,1100,9630
226500,3,1.5,1300,7370,1,0,0,4,7,900,400,39,no,1430,7500
295000,4,2.25,1830,5720,2,0,0,3,7,1830,0,12,no,1960,5754
560000,4,1,1660,4690,1.5,0,0,3,7,1260,400,70,no,1400,3876
405000,3,1.75,1760,5355,1,0,0,3,7,1160,600,59,no,1790,6225
471000,4,1.75,1760,5750,1,0,2,5,7,1070,690,53,no,1860,5750
672500,4,2.75,2620,6707,2,0,0,3,9,2620,0,15,no,2590,6530
560000,4,1.75,1740,8800,1,0,0,4,8,1740,0,50,no,2180,8436
495000,3,2.25,1280,1517,2,0,0,3,8,1080,200,7,no,1280,1681
839900,4,3.5,3810,13592,1,0,1,3,9,2560,1250,2,no,3230,9311
822600,4,2.5,3010,9600,1,0,2,3,9,1510,1500,36,no,2780,10000
1140000,4,3.25,2500,5801,1.5,0,0,3,8,1960,540,89,no,3670,7350
383000,4,1.75,2580,19607,1,0,2,4,8,1290,1290,57,no,1970,9569
392500,3,1,1390,10500,1.5,0,0,3,6,1390,0,75,no,1350,9800
490000,3,1.75,1600,16510,1,0,0,3,8,1600,0,31,no,1510,10407
613000,3,1.5,1470,4480,1,0,0,4,7,1130,340,97,no,2120,4480
405000,3,2,1740,18000,1,0,0,3,7,1230,510,26,no,1740,11250
454000,4,2.25,2630,39000,2,0,0,3,9,2630,0,36,no,2270,66647
735000,4,2.5,3270,45537,2,0,0,3,9,3270,0,22,no,2670,38827
680000,4,3.5,2510,3763,2,0,0,3,8,1990,520,2,no,2560,3820
7.00E+05,4,2.5,3040,7200,2,0,0,3,9,3040,0,7,no,2360,8245
490000,3,2.25,2330,3600,1.5,0,0,3,8,2330,0,44,no,2050,4275
5.00E+05,2,2.5,1310,1500,2,0,0,3,8,1160,150,9,no,1320,1581
398000,3,1.5,1310,2996,2,0,0,3,7,1310,0,17,no,1310,2997
1350000,3,2.5,2390,5500,1,0,3,3,9,1700,690,63,no,2700,5500
1200000,4,2.25,2320,13114,2,0,0,5,8,2320,0,48,no,2740,15000
1310000,6,3,2980,7200,1.5,0,2,3,8,2980,0,104,no,1720,3600
650500,5,4.25,3920,11412,2,0,0,3,7,3920,0,60,yes,1400,9750
240000,3,1,1040,7800,1,0,0,3,7,1040,0,67,no,1780,8400
506000,2,1,1060,3588,1,0,0,4,7,960,100,89,no,1570,3741
720000,4,2.25,2410,8400,2,0,0,5,8,2410,0,50,no,1910,8056
459950,3,1.75,1850,6869,1,0,2,5,6,1100,750,96,no,1850,10096
450000,4,1.75,1850,7730,1,0,0,5,7,1100,750,59,no,2260,8581
580000,3,2.5,1740,1280,3,0,2,3,8,1740,0,7,no,1740,1308
217000,3,1,1400,7800,1,0,0,3,7,1400,0,53,no,1400,7800
255000,4,2.25,1680,3179,2,0,0,3,8,1680,0,13,no,1678,3590
3.00E+05,3,2,1260,2550,2,0,0,3,7,1260,0,28,no,1590,3825
749000,4,2.5,1710,9627,1,0,0,3,9,1440,270,39,yes,2140,9131
610000,4,2.5,2410,15899,2,0,3,3,9,2410,0,25,no,2360,11412
652600,4,2.5,2220,5900,2,0,0,3,8,2220,0,1,no,1620,5900
350000,3,1.5,1870,9000,1,0,0,3,7,1120,750,92,no,1850,6000
355000,4,1.75,2160,8000,1,0,0,4,9,1660,500,39,no,2350,8200
1690000,4,4,5000,12941,3,0,2,3,12,5000,0,13,no,4560,12941
281000,3,1.75,1690,9826,1,0,0,4,7,1690,0,27,no,1980,9826
508000,4,2.25,3320,53392,2,0,0,4,8,2000,1320,29,no,3230,43129
555000,5,2.5,2450,5047,2,0,0,3,8,2450,0,8,no,2450,4478
395000,2,1.75,1210,1161,2,0,0,3,8,1210,0,1,no,1700,2285
605004,4,2,1370,4000,2,0,0,3,9,1370,0,64,no,2010,5720
259875,5,2.5,2200,6250,2,0,0,3,7,2200,0,19,no,1850,6091
206000,2,1.5,1820,8867,2,0,0,3,7,1820,0,94,no,1430,9288
520000,3,2.5,2460,54885,2,0,0,4,8,2460,0,35,no,2770,21407
415000,3,2.5,2480,8342,2,0,0,3,8,2480,0,29,no,2300,8303
385000,4,1.75,1660,10757,1,0,0,3,7,1000,660,35,no,1880,8319
750000,4,2.75,2810,5497,2,0,0,3,9,2810,0,4,no,2990,5842
418395,4,2.5,2906,5893,2,0,0,3,9,2906,0,1,no,2680,4950
730000,4,2.5,3230,7331,2,0,0,3,10,3230,0,11,no,3480,7447
277000,4,2.5,1850,5880,2,0,0,3,8,1850,0,17,no,2370,6500
570000,2,1,1790,3760,1.5,0,0,4,8,1490,300,103,no,1458,3760
540000,3,2.5,1950,13227,2,0,0,4,9,1950,0,37,no,2650,12943
752000,6,3.75,3810,6663,2,0,0,4,8,3810,0,38,no,1610,4561
950000,4,2.75,3800,12200,2,0,3,4,10,3800,0,29,no,3710,14796
265000,3,2.25,2540,7216,2,0,0,3,8,2540,0,24,no,2140,7531
360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,23,no,2280,9937
949000,4,2.75,2980,42253,1,0,0,4,9,1860,1120,42,no,2980,42253
247500,4,2,1760,8400,1,0,0,3,7,1060,700,53,no,1280,8415
526000,4,2,1610,8000,1,0,0,3,7,1190,420,49,no,1560,7896
333700,3,2.5,2230,5050,2,0,0,3,7,2230,0,9,no,2260,5050
420000,5,3,2150,6117,1,0,0,3,7,1370,780,12,no,1990,6064
478000,3,1,1280,2580,1.5,0,0,3,8,1280,0,105,yes,1410,3150
330000,3,1.75,1430,8865,1,0,0,3,7,1430,0,65,no,1250,8154
425000,5,1.75,1400,5071,1,0,0,3,5,1400,0,99,no,1200,7500
1330000,4,2.5,2440,3600,2.5,0,0,4,8,2440,0,113,no,2440,5440
274500,3,2.25,1720,9000,1,0,0,4,8,1320,400,46,no,1930,8000
1580000,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,65,no,3430,11050
219000,3,1.5,1740,5200,1,0,0,4,7,1060,680,38,no,1540,5200
229950,3,2,1410,7466,1,0,0,3,7,1410,0,32,no,1410,7610
333000,3,1.5,1260,5758,2,0,0,3,7,1260,0,16,no,3090,10142
570000,3,1.75,2390,9000,1,0,0,3,8,1500,890,40,no,2040,9000
200500,3,2,1280,14972,1,0,0,3,7,1280,0,52,no,1800,9698
545000,4,2.25,2050,9720,2,0,0,3,8,2050,0,48,no,2310,9680
415000,3,1.75,1910,12596,1,0,0,3,7,1340,570,38,no,1550,13310
650000,3,2,2300,5000,1,0,0,4,8,1150,1150,77,no,2300,5000
450000,3,1.75,1400,13775,1,0,0,3,8,1400,0,52,no,2200,10450
522000,4,2.25,1800,8623,1,0,0,4,8,1360,440,35,no,2370,8623
369950,3,2,1270,1320,3,0,0,3,8,1270,0,9,no,1370,1320
530000,3,3.5,2320,3174,2,0,0,3,9,2060,260,18,no,2320,3187
833000,4,2.75,3780,10308,2,0,0,3,10,3780,0,16,no,3500,10740
740000,3,1.5,1830,4000,1,0,0,4,7,1350,480,105,no,1570,3672
485000,3,2.5,2270,7887,2,0,2,3,8,2270,0,11,no,2550,7133
630000,3,1.75,1940,7306,1,0,0,3,8,1470,470,33,no,2360,8865
230000,3,2.5,1920,9180,2,0,0,3,8,1920,0,27,no,1930,7252
